Contest,Id,Title
weekly-contest-180,1380,Lucky Numbers in a Matrix
weekly-contest-180,1381,Design a Stack With Increment Operation
weekly-contest-180,1382,Balance a Binary Search Tree
weekly-contest-180,1383,Maximum Performance of a Team
biweekly-contest-22,1385,Find the Distance Value Between Two Arrays
biweekly-contest-22,1386,Cinema Seat Allocation
biweekly-contest-22,1387,Sort Integers by The Power Value
biweekly-contest-22,1388,Pizza With 3n Slices
weekly-contest-181,1389,Create Target Array in the Given Order
weekly-contest-181,1390,Four Divisors
weekly-contest-181,1391,Check if There is a Valid Path in a Grid
weekly-contest-181,1392,Longest Happy Prefix
weekly-contest-182,1394,Find Lucky Integer in an Array
weekly-contest-182,1395,Count Number of Teams
weekly-contest-182,1396,Design Underground System
weekly-contest-182,1397,Find All Good Strings
biweekly-contest-23,1399,Count Largest Group
biweekly-contest-23,1400,Construct K Palindrome Strings
biweekly-contest-23,1401,Circle and Rectangle Overlapping
biweekly-contest-23,1402,Reducing Dishes
weekly-contest-183,1403,Minimum Subsequence in Non-Increasing Order
weekly-contest-183,1404,Number of Steps to Reduce a Number in Binary Representation to One
weekly-contest-183,1405,Longest Happy String
weekly-contest-183,1406,Stone Game III
weekly-contest-184,1408,String Matching in an Array
weekly-contest-184,1409,Queries on a Permutation With Key
weekly-contest-184,1410,HTML Entity Parser
weekly-contest-184,1411,Number of Ways to Paint N × 3 Grid
biweekly-contest-24,1413,Minimum Value to Get Positive Step by Step Sum
biweekly-contest-24,1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K
biweekly-contest-24,1415,The k-th Lexicographical String of All Happy Strings of Length n
biweekly-contest-24,1416,Restore The Array
weekly-contest-185,1417,Reformat The String
weekly-contest-185,1418,Display Table of Food Orders in a Restaurant
weekly-contest-185,1419,Minimum Number of Frogs Croaking
weekly-contest-185,1420,Build Array Where You Can Find The Maximum Exactly K Comparisons
weekly-contest-186,1422,Maximum Score After Splitting a String
weekly-contest-186,1423,Maximum Points You Can Obtain from Cards
weekly-contest-186,1424,Diagonal Traverse II
weekly-contest-186,1425,Constrained Subsequence Sum
biweekly-contest-25,1431,Kids With the Greatest Number of Candies
biweekly-contest-25,1432,Max Difference You Can Get From Changing an Integer
biweekly-contest-25,1433,Check If a String Can Break Another String
biweekly-contest-25,1434,Number of Ways to Wear Different Hats to Each Other
weekly-contest-187,1436,Destination City
weekly-contest-187,1437,Check If All 1's Are at Least Length K Places Away
weekly-contest-187,1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit
weekly-contest-187,1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows
weekly-contest-188,1441,Build an Array With Stack Operations
weekly-contest-188,1442,Count Triplets That Can Form Two Arrays of Equal XOR
weekly-contest-188,1443,Minimum Time to Collect All Apples in a Tree
weekly-contest-188,1444,Number of Ways of Cutting a Pizza
biweekly-contest-26,1446,Consecutive Characters
biweekly-contest-26,1447,Simplified Fractions
biweekly-contest-26,1448,Count Good Nodes in Binary Tree
biweekly-contest-26,1449,Form Largest Integer With Digits That Add up to Target
weekly-contest-189,1450,Number of Students Doing Homework at a Given Time
weekly-contest-189,1451,Rearrange Words in a Sentence
weekly-contest-189,1452,People Whose List of Favorite Companies Is Not a Subset of Another List
weekly-contest-189,1453,Maximum Number of Darts Inside of a Circular Dartboard
weekly-contest-190,1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence
weekly-contest-190,1456,Maximum Number of Vowels in a Substring of Given Length
weekly-contest-190,1457,Pseudo-Palindromic Paths in a Binary Tree
weekly-contest-190,1458,Max Dot Product of Two Subsequences
biweekly-contest-27,1460,Make Two Arrays Equal by Reversing Subarrays
biweekly-contest-27,1461,Check If a String Contains All Binary Codes of Size K
biweekly-contest-27,1462,Course Schedule IV
biweekly-contest-27,1463,Cherry Pickup II
weekly-contest-191,1464,Maximum Product of Two Elements in an Array
weekly-contest-191,1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts
weekly-contest-191,1466,Reorder Routes to Make All Paths Lead to the City Zero
weekly-contest-191,1467,Probability of a Two Boxes Having The Same Number of Distinct Balls
weekly-contest-192,1470,Shuffle the Array
weekly-contest-192,1471,The k Strongest Values in an Array
weekly-contest-192,1472,Design Browser History
weekly-contest-192,1473,Paint House III
biweekly-contest-28,1475,Final Prices With a Special Discount in a Shop
biweekly-contest-28,1476,Subrectangle Queries
biweekly-contest-28,1477,Find Two Non-overlapping Sub-arrays Each With Target Sum
biweekly-contest-28,1478,Allocate Mailboxes
weekly-contest-193,1480,Running Sum of 1d Array
weekly-contest-193,1481,Least Number of Unique Integers after K Removals
weekly-contest-193,1482,Minimum Number of Days to Make m Bouquets
weekly-contest-193,1483,Kth Ancestor of a Tree Node
weekly-contest-194,1486,XOR Operation in an Array
weekly-contest-194,1487,Making File Names Unique
weekly-contest-194,1488,Avoid Flood in The City
weekly-contest-194,1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree
biweekly-contest-29,1491,Average Salary Excluding the Minimum and Maximum Salary
biweekly-contest-29,1492,The kth Factor of n
biweekly-contest-29,1493,Longest Subarray of 1's After Deleting One Element
biweekly-contest-29,1494,Parallel Courses II
weekly-contest-195,1496,Path Crossing
weekly-contest-195,1497,Check If Array Pairs Are Divisible by k
weekly-contest-195,1498,Number of Subsequences That Satisfy the Given Sum Condition
weekly-contest-195,1499,Max Value of Equation
weekly-contest-196,1502,Can Make Arithmetic Progression From Sequence
weekly-contest-196,1503,Last Moment Before All Ants Fall Out of a Plank
weekly-contest-196,1504,Count Submatrices With All Ones
weekly-contest-196,1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits
biweekly-contest-30,1507,Reformat Date
biweekly-contest-30,1508,Range Sum of Sorted Subarray Sums
biweekly-contest-30,1509,Minimum Difference Between Largest and Smallest Value in Three Moves
biweekly-contest-30,1510,Stone Game IV
weekly-contest-197,1512,Number of Good Pairs
weekly-contest-197,1513,Number of Substrings With Only 1s
weekly-contest-197,1514,Path with Maximum Probability
weekly-contest-197,1515,Best Position for a Service Centre
weekly-contest-198,1518,Water Bottles
weekly-contest-198,1519,Number of Nodes in the Sub-Tree With the Same Label
weekly-contest-198,1520,Maximum Number of Non-Overlapping Substrings
weekly-contest-198,1521,Find a Value of a Mysterious Function Closest to Target
biweekly-contest-31,1523,Count Odd Numbers in an Interval Range
biweekly-contest-31,1524,Number of Sub-arrays With Odd Sum
biweekly-contest-31,1525,Number of Good Ways to Split a String
biweekly-contest-31,1526,Minimum Number of Increments on Subarrays to Form a Target Array
weekly-contest-199,1528,Shuffle String
weekly-contest-199,1529,Minimum Suffix Flips
weekly-contest-199,1530,Number of Good Leaf Nodes Pairs
weekly-contest-199,1531,String Compression II
weekly-contest-200,1534,Count Good Triplets
weekly-contest-200,1535,Find the Winner of an Array Game
weekly-contest-200,1536,Minimum Swaps to Arrange a Binary Grid
weekly-contest-200,1537,Get the Maximum Score
biweekly-contest-32,1539,Kth Missing Positive Number
biweekly-contest-32,1540,Can Convert String in K Moves
biweekly-contest-32,1541,Minimum Insertions to Balance a Parentheses String
biweekly-contest-32,1542,Find Longest Awesome Substring
weekly-contest-201,1544,Make The String Great
weekly-contest-201,1545,Find Kth Bit in Nth Binary String
weekly-contest-201,1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target
weekly-contest-201,1547,Minimum Cost to Cut a Stick
weekly-contest-202,1550,Three Consecutive Odds
weekly-contest-202,1551,Minimum Operations to Make Array Equal
weekly-contest-202,1552,Magnetic Force Between Two Balls
weekly-contest-202,1553,Minimum Number of Days to Eat N Oranges
biweekly-contest-33,1556,Thousand Separator
biweekly-contest-33,1557,Minimum Number of Vertices to Reach All Nodes
biweekly-contest-33,1558,Minimum Numbers of Function Calls to Make Target Array
biweekly-contest-33,1559,Detect Cycles in 2D Grid
weekly-contest-203,1560,Most Visited Sector in  a Circular Track
weekly-contest-203,1561,Maximum Number of Coins You Can Get
weekly-contest-203,1562,Find Latest Group of Size M
weekly-contest-203,1563,Stone Game V
weekly-contest-204,1566,Detect Pattern of Length M Repeated K or More Times
weekly-contest-204,1567,Maximum Length of Subarray With Positive Product
weekly-contest-204,1568,Minimum Number of Days to Disconnect Island
weekly-contest-204,1569,Number of Ways to Reorder Array to Get Same BST
biweekly-contest-34,1572,Matrix Diagonal Sum
biweekly-contest-34,1573,Number of Ways to Split a String
biweekly-contest-34,1574,Shortest Subarray to be Removed to Make Array Sorted
biweekly-contest-34,1575,Count All Possible Routes
weekly-contest-205,1576,Replace All ?'s to Avoid Consecutive Repeating Characters
weekly-contest-205,1577,Number of Ways Where Square of Number Is Equal to Product of Two Numbers
weekly-contest-205,1578,Minimum Time to Make Rope Colorful
weekly-contest-205,1579,Remove Max Number of Edges to Keep Graph Fully Traversable
weekly-contest-206,1582,Special Positions in a Binary Matrix
weekly-contest-206,1583,Count Unhappy Friends
weekly-contest-206,1584,Min Cost to Connect All Points
weekly-contest-206,1585,Check If String Is Transformable With Substring Sort Operations
biweekly-contest-35,1588,Sum of All Odd Length Subarrays
biweekly-contest-35,1589,Maximum Sum Obtained of Any Permutation
biweekly-contest-35,1590,Make Sum Divisible by P
biweekly-contest-35,1591,Strange Printer II
weekly-contest-207,1592,Rearrange Spaces Between Words
weekly-contest-207,1593,Split a String Into the Max Number of Unique Substrings
weekly-contest-207,1594,Maximum Non Negative Product in a Matrix
weekly-contest-207,1595,Minimum Cost to Connect Two Groups of Points
weekly-contest-208,1598,Crawler Log Folder
weekly-contest-208,1599,Maximum Profit of Operating a Centennial Wheel
weekly-contest-208,1600,Throne Inheritance
weekly-contest-208,1601,Maximum Number of Achievable Transfer Requests
biweekly-contest-36,1603,Design Parking System
biweekly-contest-36,1604,Alert Using Same Key-Card Three or More Times in a One Hour Period
biweekly-contest-36,1605,Find Valid Matrix Given Row and Column Sums
biweekly-contest-36,1606,Find Servers That Handled Most Number of Requests
weekly-contest-209,1608,Special Array With X Elements Greater Than or Equal X
weekly-contest-209,1609,Even Odd Tree
weekly-contest-209,1610,Maximum Number of Visible Points
weekly-contest-209,1611,Minimum One Bit Operations to Make Integers Zero
weekly-contest-210,1614,Maximum Nesting Depth of the Parentheses
weekly-contest-210,1615,Maximal Network Rank
weekly-contest-210,1616,Split Two Strings to Make Palindrome
weekly-contest-210,1617,Count Subtrees With Max Distance Between Cities
biweekly-contest-37,1619,Mean of Array After Removing Some Elements
biweekly-contest-37,1620,Coordinate With Maximum Network Quality
biweekly-contest-37,1621,Number of Sets of K Non-Overlapping Line Segments
biweekly-contest-37,1622,Fancy Sequence
weekly-contest-211,1624,Largest Substring Between Two Equal Characters
weekly-contest-211,1625,Lexicographically Smallest String After Applying Operations
weekly-contest-211,1626,Best Team With No Conflicts
weekly-contest-211,1627,Graph Connectivity With Threshold
weekly-contest-212,1629,Slowest Key
weekly-contest-212,1630,Arithmetic Subarrays
weekly-contest-212,1631,Path With Minimum Effort
weekly-contest-212,1632,Rank Transform of a Matrix
biweekly-contest-38,1636,Sort Array by Increasing Frequency
biweekly-contest-38,1637,Widest Vertical Area Between Two Points Containing No Points
biweekly-contest-38,1638,Count Substrings That Differ by One Character
biweekly-contest-38,1639,Number of Ways to Form a Target String Given a Dictionary
weekly-contest-213,1640,Check Array Formation Through Concatenation
weekly-contest-213,1641,Count Sorted Vowel Strings
weekly-contest-213,1642,Furthest Building You Can Reach
weekly-contest-213,1643,Kth Smallest Instructions
weekly-contest-214,1646,Get Maximum in Generated Array
weekly-contest-214,1647,Minimum Deletions to Make Character Frequencies Unique
weekly-contest-214,1648,Sell Diminishing-Valued Colored Balls
weekly-contest-214,1649,Create Sorted Array through Instructions
biweekly-contest-39,1652,Defuse the Bomb
biweekly-contest-39,1653,Minimum Deletions to Make String Balanced
biweekly-contest-39,1654,Minimum Jumps to Reach Home
biweekly-contest-39,1655,Distribute Repeating Integers
weekly-contest-215,1656,Design an Ordered Stream
weekly-contest-215,1657,Determine if Two Strings Are Close
weekly-contest-215,1658,Minimum Operations to Reduce X to Zero
weekly-contest-215,1659,Maximize Grid Happiness
weekly-contest-216,1662,Check If Two String Arrays are Equivalent
weekly-contest-216,1663,Smallest String With A Given Numeric Value
weekly-contest-216,1664,Ways to Make a Fair Array
weekly-contest-216,1665,Minimum Initial Energy to Finish Tasks
biweekly-contest-40,1668,Maximum Repeating Substring
biweekly-contest-40,1669,Merge In Between Linked Lists
biweekly-contest-40,1670,Design Front Middle Back Queue
biweekly-contest-40,1671,Minimum Number of Removals to Make Mountain Array
weekly-contest-217,1672,Richest Customer Wealth
weekly-contest-217,1673,Find the Most Competitive Subsequence
weekly-contest-217,1674,Minimum Moves to Make Array Complementary
weekly-contest-217,1675,Minimize Deviation in Array
weekly-contest-218,1678,Goal Parser Interpretation
weekly-contest-218,1679,Max Number of K-Sum Pairs
weekly-contest-218,1680,Concatenation of Consecutive Binary Numbers
weekly-contest-218,1681,Minimum Incompatibility
biweekly-contest-41,1684,Count the Number of Consistent Strings
biweekly-contest-41,1685,Sum of Absolute Differences in a Sorted Array
biweekly-contest-41,1686,Stone Game VI
biweekly-contest-41,1687,Delivering Boxes from Storage to Ports
weekly-contest-219,1688,Count of Matches in Tournament
weekly-contest-219,1689,Partitioning Into Minimum Number Of Deci-Binary Numbers
weekly-contest-219,1690,Stone Game VII
weekly-contest-219,1691,Maximum Height by Stacking Cuboids 
weekly-contest-220,1694,Reformat Phone Number
weekly-contest-220,1695,Maximum Erasure Value
weekly-contest-220,1696,Jump Game VI
weekly-contest-220,1697,Checking Existence of Edge Length Limited Paths
biweekly-contest-42,1700,Number of Students Unable to Eat Lunch
biweekly-contest-42,1701,Average Waiting Time
biweekly-contest-42,1702,Maximum Binary String After Change
biweekly-contest-42,1703,Minimum Adjacent Swaps for K Consecutive Ones
weekly-contest-221,1704,Determine if String Halves Are Alike
weekly-contest-221,1705,Maximum Number of Eaten Apples
weekly-contest-221,1706,Where Will the Ball Fall
weekly-contest-221,1707,Maximum XOR With an Element From Array
weekly-contest-222,1710,Maximum Units on a Truck
weekly-contest-222,1711,Count Good Meals
weekly-contest-222,1712,Ways to Split Array Into Three Subarrays
weekly-contest-222,1713,Minimum Operations to Make a Subsequence
biweekly-contest-43,1716,Calculate Money in Leetcode Bank
biweekly-contest-43,1717,Maximum Score From Removing Substrings
biweekly-contest-43,1718,Construct the Lexicographically Largest Valid Sequence
biweekly-contest-43,1719,Number Of Ways To Reconstruct A Tree
weekly-contest-223,1720,Decode XORed Array
weekly-contest-223,1721,Swapping Nodes in a Linked List
weekly-contest-223,1722,Minimize Hamming Distance After Swap Operations
weekly-contest-223,1723,Find Minimum Time to Finish All Jobs
weekly-contest-224,1725,Number Of Rectangles That Can Form The Largest Square
weekly-contest-224,1726,Tuple with Same Product
weekly-contest-224,1727,Largest Submatrix With Rearrangements
weekly-contest-224,1728,Cat and Mouse II
biweekly-contest-44,1732,Find the Highest Altitude
biweekly-contest-44,1733,Minimum Number of People to Teach
biweekly-contest-44,1734,Decode XORed Permutation
biweekly-contest-44,1735,Count Ways to Make Array With Product
weekly-contest-225,1736,Latest Time by Replacing Hidden Digits
weekly-contest-225,1737,Change Minimum Characters to Satisfy One of Three Conditions
weekly-contest-225,1738,Find Kth Largest XOR Coordinate Value
weekly-contest-225,1739,Building Boxes
weekly-contest-226,1742,Maximum Number of Balls in a Box
weekly-contest-226,1743,Restore the Array From Adjacent Pairs
weekly-contest-226,1744,Can You Eat Your Favorite Candy on Your Favorite Day?
weekly-contest-226,1745,Palindrome Partitioning IV
biweekly-contest-45,1748,Sum of Unique Elements
biweekly-contest-45,1749,Maximum Absolute Sum of Any Subarray
biweekly-contest-45,1750,Minimum Length of String After Deleting Similar Ends
biweekly-contest-45,1751,Maximum Number of Events That Can Be Attended II
weekly-contest-227,1752,Check if Array Is Sorted and Rotated
weekly-contest-227,1753,Maximum Score From Removing Stones
weekly-contest-227,1754,Largest Merge Of Two Strings
weekly-contest-227,1755,Closest Subsequence Sum
weekly-contest-228,1758,Minimum Changes To Make Alternating Binary String
weekly-contest-228,1759,Count Number of Homogenous Substrings
weekly-contest-228,1760,Minimum Limit of Balls in a Bag
weekly-contest-228,1761,Minimum Degree of a Connected Trio in a Graph
biweekly-contest-46,1763,Longest Nice Substring
biweekly-contest-46,1764,Form Array by Concatenating Subarrays of Another Array
biweekly-contest-46,1765,Map of Highest Peak
biweekly-contest-46,1766,Tree of Coprimes
weekly-contest-229,1768,Merge Strings Alternately
weekly-contest-229,1769,Minimum Number of Operations to Move All Balls to Each Box
weekly-contest-229,1770,Maximum Score from Performing Multiplication Operations
weekly-contest-229,1771,Maximize Palindrome Length From Subsequences
weekly-contest-230,1773,Count Items Matching a Rule
weekly-contest-230,1774,Closest Dessert Cost
weekly-contest-230,1775,Equal Sum Arrays With Minimum Number of Operations
weekly-contest-230,1776,Car Fleet II
biweekly-contest-47,1779,Find Nearest Point That Has the Same X or Y Coordinate
biweekly-contest-47,1780,Check if Number is a Sum of Powers of Three
biweekly-contest-47,1781,Sum of Beauty of All Substrings
biweekly-contest-47,1782,Count Pairs Of Nodes
weekly-contest-231,1784,Check if Binary String Has at Most One Segment of Ones
weekly-contest-231,1785,Minimum Elements to Add to Form a Given Sum
weekly-contest-231,1786,Number of Restricted Paths From First to Last Node
weekly-contest-231,1787,Make the XOR of All Segments Equal to Zero
weekly-contest-232,1790,Check if One String Swap Can Make Strings Equal
weekly-contest-232,1791,Find Center of Star Graph
weekly-contest-232,1792,Maximum Average Pass Ratio
weekly-contest-232,1793,Maximum Score of a Good Subarray
biweekly-contest-48,1796,Second Largest Digit in a String
biweekly-contest-48,1797,Design Authentication Manager
biweekly-contest-48,1798,Maximum Number of Consecutive Values You Can Make
biweekly-contest-48,1799,Maximize Score After N Operations
weekly-contest-233,1800,Maximum Ascending Subarray Sum
weekly-contest-233,1801,Number of Orders in the Backlog
weekly-contest-233,1802,Maximum Value at a Given Index in a Bounded Array
weekly-contest-233,1803,Count Pairs With XOR in a Range
weekly-contest-234,1805,Number of Different Integers in a String
weekly-contest-234,1806,Minimum Number of Operations to Reinitialize a Permutation
weekly-contest-234,1807,Evaluate the Bracket Pairs of a String
weekly-contest-234,1808,Maximize Number of Nice Divisors
biweekly-contest-49,1812,Determine Color of a Chessboard Square
biweekly-contest-49,1813,Sentence Similarity III
biweekly-contest-49,1814,Count Nice Pairs in an Array
biweekly-contest-49,1815,Maximum Number of Groups Getting Fresh Donuts
weekly-contest-235,1816,Truncate Sentence
weekly-contest-235,1817,Finding the Users Active Minutes
weekly-contest-235,1818,Minimum Absolute Sum Difference
weekly-contest-235,1819,Number of Different Subsequences GCDs
weekly-contest-236,1822,Sign of the Product of an Array
weekly-contest-236,1823,Find the Winner of the Circular Game
weekly-contest-236,1824,Minimum Sideway Jumps
weekly-contest-236,1825,Finding MK Average
biweekly-contest-50,1827,Minimum Operations to Make the Array Increasing
biweekly-contest-50,1828,Queries on Number of Points Inside a Circle
biweekly-contest-50,1829,Maximum XOR for Each Query
biweekly-contest-50,1830,Minimum Number of Operations to Make String Sorted
weekly-contest-237,1832,Check if the Sentence Is Pangram
weekly-contest-237,1833,Maximum Ice Cream Bars
weekly-contest-237,1834,Single-Threaded CPU
weekly-contest-237,1835,Find XOR Sum of All Pairs Bitwise AND
weekly-contest-238,1837,Sum of Digits in Base K
weekly-contest-238,1838,Frequency of the Most Frequent Element
weekly-contest-238,1839,Longest Substring Of All Vowels in Order
weekly-contest-238,1840,Maximum Building Height
biweekly-contest-51,1844,Replace All Digits with Characters
biweekly-contest-51,1845,Seat Reservation Manager
biweekly-contest-51,1846,Maximum Element After Decreasing and Rearranging
biweekly-contest-51,1847,Closest Room
weekly-contest-239,1848,Minimum Distance to the Target Element
weekly-contest-239,1849,Splitting a String Into Descending Consecutive Values
weekly-contest-239,1850,Minimum Adjacent Swaps to Reach the Kth Smallest Number
weekly-contest-239,1851,Minimum Interval to Include Each Query
weekly-contest-240,1854,Maximum Population Year
weekly-contest-240,1855,Maximum Distance Between a Pair of Values
weekly-contest-240,1856,Maximum Subarray Min-Product
weekly-contest-240,1857,Largest Color Value in a Directed Graph
biweekly-contest-52,1859,Sorting the Sentence
biweekly-contest-52,1860,Incremental Memory Leak
biweekly-contest-52,1861,Rotating the Box
biweekly-contest-52,1862,Sum of Floored Pairs
weekly-contest-241,1863,Sum of All Subset XOR Totals
weekly-contest-241,1864,Minimum Number of Swaps to Make the Binary String Alternating
weekly-contest-241,1865,Finding Pairs With a Certain Sum
weekly-contest-241,1866,Number of Ways to Rearrange Sticks With K Sticks Visible
weekly-contest-242,1869,Longer Contiguous Segments of Ones than Zeros
weekly-contest-242,1870,Minimum Speed to Arrive on Time
weekly-contest-242,1871,Jump Game VII
weekly-contest-242,1872,Stone Game VIII
biweekly-contest-53,1876,Substrings of Size Three with Distinct Characters
biweekly-contest-53,1877,Minimize Maximum Pair Sum in Array
biweekly-contest-53,1878,Get Biggest Three Rhombus Sums in a Grid
biweekly-contest-53,1879,Minimum XOR Sum of Two Arrays
weekly-contest-243,1880,Check if Word Equals Summation of Two Words
weekly-contest-243,1881,Maximum Value after Insertion
weekly-contest-243,1882,Process Tasks Using Servers
weekly-contest-243,1883,Minimum Skips to Arrive at Meeting On Time
weekly-contest-244,1886,Determine Whether Matrix Can Be Obtained By Rotation
weekly-contest-244,1887,Reduction Operations to Make the Array Elements Equal
weekly-contest-244,1888,Minimum Number of Flips to Make the Binary String Alternating
weekly-contest-244,1889,Minimum Space Wasted From Packaging
biweekly-contest-54,1893,Check if All the Integers in a Range Are Covered
biweekly-contest-54,1894,Find the Student that Will Replace the Chalk
biweekly-contest-54,1895,Largest Magic Square
biweekly-contest-54,1896,Minimum Cost to Change the Final Value of Expression
weekly-contest-245,1897,Redistribute Characters to Make All Strings Equal
weekly-contest-245,1898,Maximum Number of Removable Characters
weekly-contest-245,1899,Merge Triplets to Form Target Triplet
weekly-contest-245,1900,The Earliest and Latest Rounds Where Players Compete
weekly-contest-246,1903,Largest Odd Number in String
weekly-contest-246,1904,The Number of Full Rounds You Have Played
weekly-contest-246,1905,Count Sub Islands
weekly-contest-246,1906,Minimum Absolute Difference Queries
biweekly-contest-55,1909,Remove One Element to Make the Array Strictly Increasing
biweekly-contest-55,1910,Remove All Occurrences of a Substring
biweekly-contest-55,1911,Maximum Alternating Subsequence Sum
biweekly-contest-55,1912,Design Movie Rental System
weekly-contest-247,1913,Maximum Product Difference Between Two Pairs
weekly-contest-247,1914,Cyclically Rotating a Grid
weekly-contest-247,1915,Number of Wonderful Substrings
weekly-contest-247,1916,Count Ways to Build Rooms in an Ant Colony
weekly-contest-248,1920,Build Array from Permutation
weekly-contest-248,1921,Eliminate Maximum Number of Monsters
weekly-contest-248,1922,Count Good Numbers
weekly-contest-248,1923,Longest Common Subpath
biweekly-contest-56,1925,Count Square Sum Triples
biweekly-contest-56,1926,Nearest Exit from Entrance in Maze
biweekly-contest-56,1927,Sum Game
biweekly-contest-56,1928,Minimum Cost to Reach Destination in Time
weekly-contest-249,1929,Concatenation of Array
weekly-contest-249,1930,Unique Length-3 Palindromic Subsequences
weekly-contest-249,1931,Painting a Grid With Three Different Colors
weekly-contest-249,1932,Merge BSTs to Create Single BST
weekly-contest-250,1935,Maximum Number of Words You Can Type
weekly-contest-250,1936,Add Minimum Number of Rungs
weekly-contest-250,1937,Maximum Number of Points with Cost
weekly-contest-250,1938,Maximum Genetic Difference Query
biweekly-contest-57,1941,Check if All Characters Have Equal Number of Occurrences
biweekly-contest-57,1942,The Number of the Smallest Unoccupied Chair
biweekly-contest-57,1943,Describe the Painting
biweekly-contest-57,1944,Number of Visible People in a Queue
weekly-contest-251,1945,Sum of Digits of String After Convert
weekly-contest-251,1946,Largest Number After Mutating Substring
weekly-contest-251,1947,Maximum Compatibility Score Sum
weekly-contest-251,1948,Delete Duplicate Folders in System
weekly-contest-252,1952,Three Divisors
weekly-contest-252,1953,Maximum Number of Weeks for Which You Can Work
weekly-contest-252,1954,Minimum Garden Perimeter to Collect Enough Apples
weekly-contest-252,1955,Count Number of Special Subsequences
biweekly-contest-58,1957,Delete Characters to Make Fancy String
biweekly-contest-58,1958,Check if Move is Legal
biweekly-contest-58,1959,Minimum Total Space Wasted With K Resizing Operations
biweekly-contest-58,1960,Maximum Product of the Length of Two Palindromic Substrings
weekly-contest-253,1961,Check If String Is a Prefix of Array
weekly-contest-253,1962,Remove Stones to Minimize the Total
weekly-contest-253,1963,Minimum Number of Swaps to Make the String Balanced
weekly-contest-253,1964,Find the Longest Valid Obstacle Course at Each Position
weekly-contest-254,1967,Number of Strings That Appear as Substrings in Word
weekly-contest-254,1968,Array With Elements Not Equal to Average of Neighbors
weekly-contest-254,1969,Minimum Non-Zero Product of the Array Elements
weekly-contest-254,1970,Last Day Where You Can Still Cross
biweekly-contest-59,1974,Minimum Time to Type Word Using Special Typewriter
biweekly-contest-59,1975,Maximum Matrix Sum
biweekly-contest-59,1976,Number of Ways to Arrive at Destination
biweekly-contest-59,1977,Number of Ways to Separate Numbers
weekly-contest-255,1979,Find Greatest Common Divisor of Array
weekly-contest-255,1980,Find Unique Binary String
weekly-contest-255,1981,Minimize the Difference Between Target and Chosen Elements
weekly-contest-255,1982,Find Array Given Subset Sums
weekly-contest-256,1984,Minimum Difference Between Highest and Lowest of K Scores
weekly-contest-256,1985,Find the Kth Largest Integer in the Array
weekly-contest-256,1986,Minimum Number of Work Sessions to Finish the Tasks
weekly-contest-256,1987,Number of Unique Good Subsequences
biweekly-contest-60,1991,Find the Middle Index in Array
biweekly-contest-60,1992,Find All Groups of Farmland
biweekly-contest-60,1993,Operations on Tree
biweekly-contest-60,1994,The Number of Good Subsets
weekly-contest-257,1995,Count Special Quadruplets
weekly-contest-257,1996,The Number of Weak Characters in the Game
weekly-contest-257,1997,First Day Where You Have Been in All the Rooms
weekly-contest-257,1998,GCD Sort of an Array
weekly-contest-258,2000,Reverse Prefix of Word
weekly-contest-258,2001,Number of Pairs of Interchangeable Rectangles
weekly-contest-258,2002,Maximum Product of the Length of Two Palindromic Subsequences
weekly-contest-258,2003,Smallest Missing Genetic Value in Each Subtree
biweekly-contest-61,2006,Count Number of Pairs With Absolute Difference K
biweekly-contest-61,2007,Find Original Array From Doubled Array
biweekly-contest-61,2008,Maximum Earnings From Taxi
biweekly-contest-61,2009,Minimum Number of Operations to Make Array Continuous
weekly-contest-259,2011,Final Value of Variable After Performing Operations
weekly-contest-259,2012,Sum of Beauty in the Array
weekly-contest-259,2013,Detect Squares
weekly-contest-259,2014,Longest Subsequence Repeated k Times
weekly-contest-260,2016,Maximum Difference Between Increasing Elements
weekly-contest-260,2017,Grid Game
weekly-contest-260,2018,Check if Word Can Be Placed In Crossword
weekly-contest-260,2019,The Score of Students Solving Math Expression
biweekly-contest-62,2022,Convert 1D Array Into 2D Array
biweekly-contest-62,2023,Number of Pairs of Strings With Concatenation Equal to Target
biweekly-contest-62,2024,Maximize the Confusion of an Exam
biweekly-contest-62,2025,Maximum Number of Ways to Partition an Array
weekly-contest-261,2027,Minimum Moves to Convert String
weekly-contest-261,2028,Find Missing Observations
weekly-contest-261,2029,Stone Game IX
weekly-contest-261,2030,Smallest K-Length Subsequence With Occurrences of a Letter
weekly-contest-262,2032,Two Out of Three
weekly-contest-262,2033,Minimum Operations to Make a Uni-Value Grid
weekly-contest-262,2034,Stock Price Fluctuation 
weekly-contest-262,2035,Partition Array Into Two Arrays to Minimize Sum Difference
biweekly-contest-63,2037,Minimum Number of Moves to Seat Everyone
biweekly-contest-63,2038,Remove Colored Pieces if Both Neighbors are the Same Color
biweekly-contest-63,2039,The Time When the Network Becomes Idle
biweekly-contest-63,2040,Kth Smallest Product of Two Sorted Arrays
